student_id,gender,lunch,school,classroom
0DG2C,Male,Qualifies for reduced/free lunch,VVTVA,YTB
1DAZA,Female,Does not qualify,VVTVA,YTB
2PYGZ,Male,Qualifies for reduced/free lunch,VVTVA,YTB
4O9S7,Female,Qualifies for reduced/free lunch,VVTVA,YTB
4SH2S,Male,Qualifies for reduced/free lunch,VVTVA,YTB
55LK7,Female,Qualifies for reduced/free lunch,VVTVA,YTB
8B9F4,Female,Qualifies for reduced/free lunch,VVTVA,YTB
CJSVH,Female,Qualifies for reduced/free lunch,VVTVA,YTB
D1CF9,Male,Qualifies for reduced/free lunch,VVTVA,YTB
DC2NZ,Female,Qualifies for reduced/free lunch,VVTVA,YTB
G1D76,Male,Qualifies for reduced/free lunch,VVTVA,YTB
GZ4RT,Female,Qualifies for reduced/free lunch,VVTVA,YTB
HRW4T,Male,Qualifies for reduced/free lunch,VVTVA,YTB
IKNTB,Male,Qualifies for reduced/free lunch,VVTVA,YTB
IWYXK,Male,Qualifies for reduced/free lunch,VVTVA,YTB
L9OB0,Female,Qualifies for reduced/free lunch,VVTVA,YTB
M0WG3,Male,Qualifies for reduced/free lunch,VVTVA,YTB
M4R5B,Male,Qualifies for reduced/free lunch,VVTVA,YTB
PJHRU,Female,Qualifies for reduced/free lunch,VVTVA,YTB
QIHFX,Male,Qualifies for reduced/free lunch,VVTVA,YTB
QIOYE,Male,Qualifies for reduced/free lunch,VVTVA,YTB
SEB4N,Male,Qualifies for reduced/free lunch,VVTVA,YTB
SZR80,Male,Qualifies for reduced/free lunch,VVTVA,YTB
T0WEF,Female,Qualifies for reduced/free lunch,VVTVA,YTB
UIHRK,Female,Qualifies for reduced/free lunch,VVTVA,YTB
WZ6C2,Female,Qualifies for reduced/free lunch,VVTVA,YTB
Y5PIH,Male,Qualifies for reduced/free lunch,VVTVA,YTB
YU2SU,Female,Qualifies for reduced/free lunch,VVTVA,YTB
YXR0L,Female,Qualifies for reduced/free lunch,VVTVA,YTB
16XHE,Female,Does not qualify,ZMNYA,1UU
5A1B5,Female,Does not qualify,ZMNYA,1UU
5SPC0,Female,Does not qualify,ZMNYA,1UU
A6LGX,Male,Does not qualify,ZMNYA,1UU
B4HL9,Male,Does not qualify,ZMNYA,1UU
BG529,Female,Does not qualify,ZMNYA,1UU
BN7PS,Female,Does not qualify,ZMNYA,1UU
C3HZR,Female,Does not qualify,ZMNYA,1UU
DP3H5,Male,Does not qualify,ZMNYA,1UU
HTRAZ,Male,Does not qualify,ZMNYA,1UU
I55J5,Male,Does not qualify,ZMNYA,1UU
M9WKI,Female,Does not qualify,ZMNYA,1UU
MESYT,Male,Does not qualify,ZMNYA,1UU
PKBZJ,Female,Does not qualify,ZMNYA,1UU
RB07N,Male,Does not qualify,ZMNYA,1UU
S0FNE,Female,Qualifies for reduced/free lunch,ZMNYA,1UU
S5K17,Female,Does not qualify,ZMNYA,1UU
THYVQ,Male,Does not qualify,ZMNYA,1UU
TNDD2,Male,Qualifies for reduced/free lunch,ZMNYA,1UU
ULC89,Male,Does not qualify,ZMNYA,1UU
ULX1M,Male,Does not qualify,ZMNYA,1UU
VNYVB,Female,Does not qualify,ZMNYA,1UU
VYPIZ,Male,Does not qualify,ZMNYA,1UU
ZX8TB,Male,Does not qualify,ZMNYA,1UU
0QDDH,Male,Does not qualify,ZMNYA,4NN
0ZQYJ,Male,Does not qualify,ZMNYA,4NN
1ZWVL,Male,Qualifies for reduced/free lunch,ZMNYA,4NN
3DTQB,Male,Does not qualify,ZMNYA,4NN
46P8Y,Female,Does not qualify,ZMNYA,4NN
4KPNR,Female,Does not qualify,ZMNYA,4NN
4R4Z0,Female,Does not qualify,ZMNYA,4NN
4YJOE,Female,Does not qualify,ZMNYA,4NN
7BEF7,Male,Qualifies for reduced/free lunch,ZMNYA,4NN
EXMME,Male,Does not qualify,ZMNYA,4NN
FHSAV,Male,Does not qualify,ZMNYA,4NN
H4GR3,Male,Qualifies for reduced/free lunch,ZMNYA,4NN
M7JDV,Female,Does not qualify,ZMNYA,4NN
O8XZF,Female,Does not qualify,ZMNYA,4NN
OIM1Z,Female,Does not qualify,ZMNYA,4NN
OQQRA,Male,Does not qualify,ZMNYA,4NN
PU6GL,Female,Does not qualify,ZMNYA,4NN
R63EU,Male,Does not qualify,ZMNYA,4NN
RXDYK,Female,Qualifies for reduced/free lunch,ZMNYA,4NN
T7W1C,Male,Qualifies for reduced/free lunch,ZMNYA,4NN
VHOWB,Female,Does not qualify,ZMNYA,4NN
W9Z34,Male,Does not qualify,ZMNYA,4NN
3IMPL,Female,Does not qualify,ZMNYA,V77
4QLN0,Male,Does not qualify,ZMNYA,V77
4RLML,Male,Does not qualify,ZMNYA,V77
50XI0,Female,Does not qualify,ZMNYA,V77
AGNIN,Male,Does not qualify,ZMNYA,V77
AYQBQ,Male,Does not qualify,ZMNYA,V77
B15UA,Male,Does not qualify,ZMNYA,V77
B3Z3I,Female,Does not qualify,ZMNYA,V77
C6ESF,Male,Does not qualify,ZMNYA,V77
GRE0J,Female,Does not qualify,ZMNYA,V77
H0FE9,Female,Does not qualify,ZMNYA,V77
HK7UN,Male,Does not qualify,ZMNYA,V77
JZJZ5,Male,Does not qualify,ZMNYA,V77
M8LLN,Female,Does not qualify,ZMNYA,V77
MKQ5V,Female,Does not qualify,ZMNYA,V77
MLDXH,Female,Does not qualify,ZMNYA,V77
NM0PL,Female,Qualifies for reduced/free lunch,ZMNYA,V77
NRHVW,Female,Does not qualify,ZMNYA,V77
NZ8Y5,Male,Does not qualify,ZMNYA,V77
O4C5C,Male,Does not qualify,ZMNYA,V77
QEVVU,Male,Does not qualify,ZMNYA,V77
WV4F0,Male,Does not qualify,ZMNYA,V77
ZT5SN,Male,Does not qualify,ZMNYA,V77
14BAR,Male,Qualifies for reduced/free lunch,ZOWMK,CII
3MRKS,Female,Qualifies for reduced/free lunch,ZOWMK,CII
5WRPI,Female,Qualifies for reduced/free lunch,ZOWMK,CII
5YI2B,Female,Qualifies for reduced/free lunch,ZOWMK,CII
6J0JA,Female,Qualifies for reduced/free lunch,ZOWMK,CII
98TI9,Male,Qualifies for reduced/free lunch,ZOWMK,CII
99HQT,Male,Qualifies for reduced/free lunch,ZOWMK,CII
AOI1Q,Female,Qualifies for reduced/free lunch,ZOWMK,CII
BR251,Female,Qualifies for reduced/free lunch,ZOWMK,CII
CMBNG,Female,Qualifies for reduced/free lunch,ZOWMK,CII
DAAHG,Male,Qualifies for reduced/free lunch,ZOWMK,CII
DUWJP,Female,Qualifies for reduced/free lunch,ZOWMK,CII
H6YJI,Female,Qualifies for reduced/free lunch,ZOWMK,CII
H8BK5,Male,Qualifies for reduced/free lunch,ZOWMK,CII
HSDFE,Male,Qualifies for reduced/free lunch,ZOWMK,CII
KEX5T,Female,Qualifies for reduced/free lunch,ZOWMK,CII
LAO5O,Male,Qualifies for reduced/free lunch,ZOWMK,CII
LNU0R,Female,Qualifies for reduced/free lunch,ZOWMK,CII
N3QE5,Male,Qualifies for reduced/free lunch,ZOWMK,CII
N87VR,Female,Qualifies for reduced/free lunch,ZOWMK,CII
QJUR1,Female,Qualifies for reduced/free lunch,ZOWMK,CII
RYOCW,Male,Qualifies for reduced/free lunch,ZOWMK,CII
S4YGT,Female,Qualifies for reduced/free lunch,ZOWMK,CII
TDY78,Male,Qualifies for reduced/free lunch,ZOWMK,CII
TRR2F,Female,Does not qualify,ZOWMK,CII
UNO2K,Male,Qualifies for reduced/free lunch,ZOWMK,CII
Z38SS,Male,Does not qualify,ZOWMK,CII
0VPKP,Female,Qualifies for reduced/free lunch,ZOWMK,Q0E
0WLKR,Male,Qualifies for reduced/free lunch,ZOWMK,Q0E
0XMEO,Female,Qualifies for reduced/free lunch,ZOWMK,Q0E
2E8OY,Female,Does not qualify,ZOWMK,Q0E
4SLJH,Male,Qualifies for reduced/free lunch,ZOWMK,Q0E
59TVE,Female,Qualifies for reduced/free lunch,ZOWMK,Q0E
7LUSQ,Male,Qualifies for reduced/free lunch,ZOWMK,Q0E
86NLD,Female,Qualifies for reduced/free lunch,ZOWMK,Q0E
ARY9N,Female,Qualifies for reduced/free lunch,ZOWMK,Q0E
C1PHS,Female,Qualifies for reduced/free lunch,ZOWMK,Q0E
CHF6W,Male,Qualifies for reduced/free lunch,ZOWMK,Q0E
CUT9U,Male,Qualifies for reduced/free lunch,ZOWMK,Q0E
FDPKM,Male,Qualifies for reduced/free lunch,ZOWMK,Q0E
FE2K4,Female,Qualifies for reduced/free lunch,ZOWMK,Q0E
G0LQX,Male,Qualifies for reduced/free lunch,ZOWMK,Q0E
GI9G6,Female,Qualifies for reduced/free lunch,ZOWMK,Q0E
GRQ2T,Female,Qualifies for reduced/free lunch,ZOWMK,Q0E
JM8WM,Female,Qualifies for reduced/free lunch,ZOWMK,Q0E
K6FWQ,Female,Qualifies for reduced/free lunch,ZOWMK,Q0E
N3CCG,Female,Qualifies for reduced/free lunch,ZOWMK,Q0E
O0K98,Male,Qualifies for reduced/free lunch,ZOWMK,Q0E
S6982,Male,Qualifies for reduced/free lunch,ZOWMK,Q0E
SED9R,Female,Qualifies for reduced/free lunch,ZOWMK,Q0E
STM05,Female,Qualifies for reduced/free lunch,ZOWMK,Q0E
TAFUM,Male,Qualifies for reduced/free lunch,ZOWMK,Q0E
TXOOF,Female,Does not qualify,ZOWMK,Q0E
UKCBM,Female,Qualifies for reduced/free lunch,ZOWMK,Q0E
VCHRB,Female,Qualifies for reduced/free lunch,ZOWMK,Q0E
WX1CZ,Male,Qualifies for reduced/free lunch,ZOWMK,Q0E
X42WM,Female,Qualifies for reduced/free lunch,ZOWMK,Q0E
03TIL,Female,Qualifies for reduced/free lunch,ZOWMK,QA2
0FC2B,Female,Does not qualify,ZOWMK,QA2
1OKDF,Female,Qualifies for reduced/free lunch,ZOWMK,QA2
1PZC1,Female,Qualifies for reduced/free lunch,ZOWMK,QA2
286RT,Female,Qualifies for reduced/free lunch,ZOWMK,QA2
2IJFL,Male,Qualifies for reduced/free lunch,ZOWMK,QA2
3IBYC,Male,Does not qualify,ZOWMK,QA2
4FOEZ,Female,Qualifies for reduced/free lunch,ZOWMK,QA2
6W3J2,Female,Qualifies for reduced/free lunch,ZOWMK,QA2
7ZH49,Female,Qualifies for reduced/free lunch,ZOWMK,QA2
8TZ7Z,Male,Qualifies for reduced/free lunch,ZOWMK,QA2
9GPZN,Male,Qualifies for reduced/free lunch,ZOWMK,QA2
A0OEB,Female,Qualifies for reduced/free lunch,ZOWMK,QA2
B7AE1,Male,Qualifies for reduced/free lunch,ZOWMK,QA2
C8BRE,Male,Qualifies for reduced/free lunch,ZOWMK,QA2
D7CTP,Female,Qualifies for reduced/free lunch,ZOWMK,QA2
FPUKO,Female,Qualifies for reduced/free lunch,ZOWMK,QA2
HHNNN,Female,Does not qualify,ZOWMK,QA2
KLN48,Female,Qualifies for reduced/free lunch,ZOWMK,QA2
MKTFW,Female,Qualifies for reduced/free lunch,ZOWMK,QA2
O5RMI,Female,Qualifies for reduced/free lunch,ZOWMK,QA2
QOOMM,Male,Qualifies for reduced/free lunch,ZOWMK,QA2
QVUI0,Male,Qualifies for reduced/free lunch,ZOWMK,QA2
S81CK,Male,Qualifies for reduced/free lunch,ZOWMK,QA2
SNGT7,Female,Qualifies for reduced/free lunch,ZOWMK,QA2
VE9M5,Female,Qualifies for reduced/free lunch,ZOWMK,QA2
VLT9X,Male,Qualifies for reduced/free lunch,ZOWMK,QA2
WCK50,Female,Qualifies for reduced/free lunch,ZOWMK,QA2
WTGZ3,Male,Qualifies for reduced/free lunch,ZOWMK,QA2
XTDGC,Female,Qualifies for reduced/free lunch,ZOWMK,QA2
14KA2,Male,Qualifies for reduced/free lunch,ZOWMK,ZBH
1RM48,Female,Qualifies for reduced/free lunch,ZOWMK,ZBH
1ZXE0,Female,Qualifies for reduced/free lunch,ZOWMK,ZBH
30ZL7,Female,Qualifies for reduced/free lunch,ZOWMK,ZBH
3GOXL,Female,Qualifies for reduced/free lunch,ZOWMK,ZBH
3ZC0F,Female,Qualifies for reduced/free lunch,ZOWMK,ZBH
58VZ8,Male,Qualifies for reduced/free lunch,ZOWMK,ZBH
87CSN,Male,Qualifies for reduced/free lunch,ZOWMK,ZBH
8VV7M,Female,Qualifies for reduced/free lunch,ZOWMK,ZBH
B6OD9,Female,Qualifies for reduced/free lunch,ZOWMK,ZBH
B7EZ3,Female,Qualifies for reduced/free lunch,ZOWMK,ZBH
C7MHP,Female,Does not qualify,ZOWMK,ZBH
E7D9H,Female,Qualifies for reduced/free lunch,ZOWMK,ZBH
ECH9Z,Male,Qualifies for reduced/free lunch,ZOWMK,ZBH
F4XMK,Male,Qualifies for reduced/free lunch,ZOWMK,ZBH
FF3C5,Male,Does not qualify,ZOWMK,ZBH
FX3Q4,Male,Qualifies for reduced/free lunch,ZOWMK,ZBH
GKK5I,Female,Qualifies for reduced/free lunch,ZOWMK,ZBH
J4IDO,Male,Does not qualify,ZOWMK,ZBH
JU0SW,Male,Qualifies for reduced/free lunch,ZOWMK,ZBH
KPR1P,Male,Qualifies for reduced/free lunch,ZOWMK,ZBH
Q6QZP,Male,Qualifies for reduced/free lunch,ZOWMK,ZBH
Q8JXJ,Female,Qualifies for reduced/free lunch,ZOWMK,ZBH
R805N,Male,Qualifies for reduced/free lunch,ZOWMK,ZBH
S4I5S,Male,Qualifies for reduced/free lunch,ZOWMK,ZBH
T8LSK,Female,Does not qualify,ZOWMK,ZBH
VNP26,Female,Qualifies for reduced/free lunch,ZOWMK,ZBH
YDR1Z,Female,Qualifies for reduced/free lunch,ZOWMK,ZBH
YUEIH,Male,Qualifies for reduced/free lunch,ZOWMK,ZBH
ZVCQ8,Male,Qualifies for reduced/free lunch,ZOWMK,ZBH
